,inscription_date,birth_date,age,university,career,nombre,email,sexo,location,postal_code
5582,2020-03-10,1950-02-24,,universidad tecnológica nacional,licenciatura en terapia ocupacional,stephanie salas,jessica92@hotmail.com,f,villars,
5583,2019-10-12,2004-07-25,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,kevin barnett,michelle88@yahoo.com,m,estancia las isletas,
5584,2020-04-20,1959-12-03,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,gabrielle gonzalez,jennifersanchez@hotmail.com,f,adela corti,
5585,2020-04-26,1995-05-19,,universidad tecnológica nacional,medicina,timothy lawrence,newtonjennifer@yahoo.com,m,chapaleufu,
5586,2020-02-18,1952-12-10,,universidad tecnológica nacional,licenciatura en ciencias geológicas,megan miller,sanchezkatherine@gmail.com,f,base aerea teniente matienzo,
5587,2020-01-12,1998-09-07,,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,roger long,fphillips@hotmail.com,m,chillar,
5588,2019-10-09,1971-12-06,,universidad nacional de jujuy,licenciatura en ciencias de la computación,samantha hill,tylermiller@gmail.com,f,altona,
5589,2019-12-21,1911-03-15,,universidad nacional de jujuy,licenciatura en sociología ,tabitha norton,matthew86@hotmail.com,f,cañada la rica,
5590,2020-07-04,2001-11-27,,universidad nacional de jujuy,licenciatura en administración ,donna frost,wendy63@yahoo.com,f,bajo las tunas,
5591,2019-12-05,2017-05-22,,universidad tecnológica nacional,contador público ,mary campbell,jeremy04@yahoo.com,f,la isabel,
5592,2019-10-27,1968-08-24,,universidad nacional de jujuy,actuario ,roger flores,blake11@yahoo.com,m,28 de noviembre,
5593,2019-12-17,2011-05-03,,universidad nacional de jujuy,diseño industrial,bryan schneider,kevin43@gmail.com,m,mercado central,
5594,2020-01-16,1925-08-18,,universidad tecnológica nacional,ciencias veterinarias,laura singleton,zadams@hotmail.com,f,alarcon,
5595,2019-12-18,1979-11-01,,universidad nacional de jujuy,bioquímica,cassidy chavez,randy52@gmail.com,f,gobernador moyano,
5596,2020-02-10,1960-07-01,,universidad nacional de jujuy,medicina,michael smith,harrisalyssa@yahoo.com,m,berraondo,
5597,2019-11-01,1970-09-30,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,meghan diaz,john45@gmail.com,f,9 de julio,
5598,2019-10-23,1910-06-26,,universidad tecnológica nacional,licenciatura en ciencia política ,sarah collins,ayerssteven@yahoo.com,f,la plata,
5599,2020-04-26,1991-08-22,,universidad tecnológica nacional,ingeniería electrónica,teresa stein,phillipsjeanette@gmail.com,f,arteaga,
5600,2020-07-29,1964-03-01,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,kyle duffy,tracystephens@yahoo.com,m,zona delta san fernando,
5601,2020-04-13,1996-06-06,,universidad tecnológica nacional,licenciatura en musicoterapia,brian pugh,brooke38@gmail.com,m,tablada,
5602,2019-11-29,1918-08-05,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,victor guzman,scottjohn@gmail.com,m,la bilbaina,
5603,2020-04-16,1928-08-19,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,caitlin stevens,heidiwong@yahoo.com,f,la ines,
5604,2019-12-01,1946-11-21,,universidad nacional de jujuy,licenciatura en ciencias antropológicas,evelyn andrews,julie13@hotmail.com,f,alto de sierra,
5605,2020-07-21,1954-05-17,,universidad tecnológica nacional,contador público ,juan henry,mannbrian@gmail.com,m,arquedas,
5606,2020-02-24,1909-01-09,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,martin stevenson,westjennifer@hotmail.com,m,agua los matos,
5607,2020-05-10,1961-02-01,,universidad tecnológica nacional,licenciatura en artes,jeff ramsey,rjones@hotmail.com,m,an aike,
5608,2019-12-30,1958-06-29,,universidad nacional de jujuy,técnico para bioterios ,lauren rodriguez,kstewart@yahoo.com,f,campo largo,
5609,2019-10-31,1913-01-10,,universidad nacional de jujuy,contador público ,craig richards,yadams@yahoo.com,m,baños lunlunta,
5610,2020-05-05,2007-11-21,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,monica matthews,williamsmith@gmail.com,f,el dia,
5611,2020-05-29,1916-08-15,,universidad nacional de jujuy,ingeniería electrónica,amanda mcmillan,pfloyd@yahoo.com,f,merlo,
5612,2019-11-14,1989-05-31,,universidad nacional de jujuy,medicina,tiffany jones,vchang@gmail.com,f,la viticola,
5613,2020-06-02,1909-07-11,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,elizabeth oneal,nicolas68@gmail.com,f,alfredo peña,
5614,2020-04-20,1972-12-25,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,charles lin,cristian58@yahoo.com,m,rawson,
5615,2019-11-03,1975-08-07,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,lori smith,kenneth82@hotmail.com,f,casablanca,
5616,2020-03-06,1980-12-21,,universidad tecnológica nacional,licenciatura en ciencias biológicas,jordan hall,dgonzales@hotmail.com,f,el brete,
5617,2020-02-21,1912-07-23,,universidad tecnológica nacional,licenciatura en ciencias geológicas,nancy ross,michelledavis@hotmail.com,f,peyrano,
5618,2019-11-23,2004-09-27,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,michelle clark,johnwoods@yahoo.com,f,agua de castilla,
5619,2019-12-26,1938-09-30,,universidad tecnológica nacional,técnico para bioterios ,hector jackson,cbrown@yahoo.com,m,edmundo perkins,
5620,2020-01-02,1948-10-04,,universidad nacional de jujuy,licenciatura en ciencia política ,debra padilla,umooney@hotmail.com,f,juancho,
5621,2020-02-27,1978-09-08,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,william robinson,norrisjoseph@hotmail.com,m,el cipres,
5622,2020-08-01,1957-03-19,,universidad tecnológica nacional,técnico para bioterios ,christopher bailey,hpeters@yahoo.com,m,desvio boero,
5623,2020-07-08,1987-03-15,,universidad nacional de jujuy,diseño industrial,cody hunt,maryparker@hotmail.com,m,estacion mazan,
5624,2020-05-06,2013-12-03,,universidad nacional de jujuy,agronomía,sarah waters,phillipwood@gmail.com,f,arroyo aguila negra,
5625,2019-11-11,1940-06-04,,universidad nacional de jujuy,licenciatura en ciencias geológicas,robert barnes,joseph51@hotmail.com,m,estacion sola,
5626,2020-04-26,1977-09-11,,universidad tecnológica nacional,medicina,william nguyen,adriana80@hotmail.com,m,altamirano,
5627,2020-01-13,2019-04-11,,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,victor west,jjames@gmail.com,m,alto los cardales,
5628,2020-05-04,2017-10-13,,universidad tecnológica nacional,arquitectura,andrea rhodes,reedryan@yahoo.com,f,arañita,
5629,2020-02-08,1971-01-30,,universidad nacional de jujuy,técnico para bioterios ,bruce peck,paul48@gmail.com,m,colhue huapi,
5630,2020-01-30,1922-01-11,,universidad tecnológica nacional,ingeniería electrónica,michael thomas,matthew84@hotmail.com,m,banda varela,
5631,2019-10-31,1966-05-27,,universidad nacional de jujuy,técnico para bioterios ,deborah mcintosh,stephaniereynolds@hotmail.com,f,colonia 1 de mayo,
5632,2019-12-09,2007-09-04,,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,kimberly white,nicholemartinez@yahoo.com,f,cañadon del toro,
5633,2020-03-07,2008-08-19,,universidad tecnológica nacional,contador público ,tammy clay,wilsonkathleen@hotmail.com,f,estancia las isletas,
5634,2020-02-18,1927-05-20,,universidad nacional de jujuy,diseño industrial,billy sawyer,patrickjohnson@gmail.com,m,anta,
5635,2019-11-16,2018-04-20,,universidad tecnológica nacional,licenciatura en ciencias de la educación ,david villa,vazquezmark@hotmail.com,m,el triunfo,
5636,2020-06-24,1919-12-13,,universidad nacional de jujuy,ciencias veterinarias,marcus nguyen,jeffrey50@gmail.com,m,angelica,
5637,2020-01-30,1997-01-13,,universidad nacional de jujuy,arquitectura,elizabeth eaton,robertskim@gmail.com,f,andrade,
5638,2020-07-27,1954-08-24,,universidad tecnológica nacional,diseño industrial,christina elliott,zwilson@hotmail.com,f,campo caretto,
5639,2020-05-22,1983-03-15,,universidad nacional de jujuy,farmacia,elizabeth booker,kholmes@gmail.com,f,mecha,
5640,2020-06-28,1933-05-22,,universidad tecnológica nacional,actuario ,danny smith jr.,mhenry@gmail.com,m,buena vista,
5641,2019-12-23,1969-10-25,,universidad tecnológica nacional,ciencias veterinarias,susan luna,jessicaenglish@yahoo.com,f,buena vista,
5642,2019-10-16,2016-10-16,,universidad tecnológica nacional,licenciatura en administración ,alicia taylor,ybailey@hotmail.com,f,aldea brasilera,
5643,2020-01-19,1999-11-11,,universidad tecnológica nacional,arquitectura,linda turner,heathernoble@gmail.com,f,la lucila,
5644,2019-10-16,2021-04-16,,universidad nacional de jujuy,ingeniería en informática,david fisher,juan61@hotmail.com,m,diaz,
5645,2019-12-14,1983-03-10,,universidad tecnológica nacional,licenciatura en ciencias biológicas,tiffany frazier,mark45@gmail.com,f,6 de septiembre,
5646,2019-11-18,2021-03-06,,universidad nacional de jujuy,contador público ,mark adams,david68@gmail.com,m,belgrano,
5647,2020-04-06,1929-09-06,,universidad nacional de jujuy,licenciatura en ciencias de la computación,samantha baker,kimberly27@hotmail.com,f,cascada,
5648,2019-12-23,1951-07-21,,universidad tecnológica nacional,medicina,amy reynolds,todd96@hotmail.com,f,chovet,
5649,2020-07-06,1975-01-18,,universidad nacional de jujuy,licenciatura en terapia ocupacional,melissa farmer,bakerangela@yahoo.com,f,casimiro gomez,
5650,2020-01-09,2018-05-20,,universidad nacional de jujuy,ciencias veterinarias,dr. james briggs,megan82@yahoo.com,m,9 de julio kilometro 20,
5651,2019-10-20,1968-01-12,,universidad tecnológica nacional,actuario ,brett burch,brian20@hotmail.com,m,agua salada,
5652,2020-05-08,1950-07-04,,universidad nacional de jujuy,licenciatura en relaciones del trabajo ,zachary owens,sarah41@gmail.com,m,agua linda,
5653,2020-04-06,1906-10-08,,universidad tecnológica nacional,actuario ,carlos roman,kevin87@gmail.com,m,aaron castellanos,
5654,2020-07-15,1991-11-27,,universidad nacional de jujuy,farmacia,john johnson,william29@hotmail.com,m,arboleda,
5655,2020-04-07,1948-01-07,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,manuel norton,kathryn97@yahoo.com,m,pazos kanki,
5656,2020-01-06,1997-10-08,,universidad tecnológica nacional,licenciatura en ciencias biológicas,valerie orozco,sabrina19@gmail.com,f,san genaro norte,
5657,2020-01-19,1940-08-30,,universidad tecnológica nacional,agronomía,andrea jacobs,qhouse@gmail.com,f,almacen cristian schubert,
5658,2019-12-28,1911-05-28,,universidad nacional de jujuy,licenciatura en terapia ocupacional,aaron obrien,rebecca93@yahoo.com,m,arroyo baru,
5659,2019-11-01,1993-06-03,,universidad nacional de jujuy,agronomía,jesse holmes,kevin02@hotmail.com,m,adela,
5660,2020-05-17,1914-10-18,,universidad tecnológica nacional,licenciatura en ciencias ambientales,joseph ortega,suzanne21@hotmail.com,m,buena vista,
5661,2020-06-24,1978-03-28,,universidad nacional de jujuy,ingeniería electrónica,tanya reyes,brandon20@gmail.com,f,corbett,
5662,2020-01-21,1910-01-03,,universidad nacional de jujuy,técnico para bioterios ,ronald hernandez,dominic99@hotmail.com,m,balsa,
5663,2020-02-18,2020-04-29,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,luis smith,justinhaynes@gmail.com,m,colonia escribano,
5664,2020-03-19,2014-12-09,,universidad nacional de jujuy,ingeniería mecánica,michelle keller,marcussalinas@gmail.com,f,america unida,
5665,2019-10-09,1993-05-10,,universidad tecnológica nacional,licenciatura en ciencias de la computación,brandon cooper,thernandez@yahoo.com,m,colonia bombal y tabanera,
5666,2019-11-25,2007-03-20,,universidad nacional de jujuy,licenciatura en artes,gabrielle sanchez,shannon55@yahoo.com,f,asuncion maria,
5667,2020-04-01,2003-08-04,,universidad nacional de jujuy,licenciatura en producción de bioimagenes,ruben yoder,austinbaker@yahoo.com,m,almacen cristian schubert,
5668,2020-05-15,2010-04-13,,universidad nacional de jujuy,licenciatura en ciencia política ,michelle williamson,rsherman@yahoo.com,f,arturo almaraz,
5669,2020-06-13,1995-02-25,,universidad tecnológica nacional,licenciatura en producción de bioimagenes,kimberly stevens,gutierreznathaniel@gmail.com,f,campo coliqueo,
5670,2020-03-12,1985-04-29,,universidad nacional de jujuy,ingeniería mecánica,ashley taylor,patty18@yahoo.com,f,balneario chapalco,
5671,2019-12-04,1939-05-31,,universidad nacional de jujuy,licenciatura en ciencias de la educación ,sharon thompson,bbraun@gmail.com,f,faro san antonio,
5672,2020-04-29,1922-05-01,,universidad tecnológica nacional,farmacia,colleen oconnor,peggyholloway@gmail.com,f,san nicolas de los arroyos,
5673,2020-03-21,1923-07-01,,universidad nacional de jujuy,licenciatura en musicoterapia,debbie garrett,petersjesse@yahoo.com,f,estacion christophersen,
5674,2020-02-03,1975-07-25,,universidad nacional de jujuy,licenciatura en ciencias geológicas,paul stephens,kbrown@gmail.com,m,bahia bustamante,
5675,2019-10-17,1980-06-01,,universidad nacional de jujuy,licenciatura en ciencia política ,samantha hahn,melissa38@hotmail.com,f,hughes,
5676,2020-05-01,2007-06-16,,universidad nacional de jujuy,arquitectura,aimee gray,tapiamichelle@hotmail.com,f,el palmar de san francisco,
5677,2019-11-10,1931-11-25,,universidad nacional de jujuy,licenciatura en sociología ,greg martin,martinlynn@gmail.com,m,balsa,
5678,2020-06-06,1922-05-07,,universidad nacional de jujuy,licenciatura en terapia ocupacional,allison houston,molinalauren@yahoo.com,f,agua azul,
5679,2019-11-22,1992-05-23,,universidad tecnológica nacional,diseño de imagen y sonido,cynthia buchanan,bruce87@hotmail.com,f,arano,
5680,2020-07-08,1947-03-15,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,amanda wilson,matthewrusso@hotmail.com,f,catamontaña,
5681,2020-07-23,1950-02-07,,universidad nacional de jujuy,técnico para bioterios ,alan williams,matthewlawrence@hotmail.com,m,3 de mayo,
5682,2020-01-10,2020-04-11,,universidad nacional de jujuy,licenciatura en ciencias ambientales,carlos hodge,christinewaller@yahoo.com,m,arroyo san juan,
5683,2020-06-04,2010-09-05,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,christopher jones,bethany92@gmail.com,m,colonia bombal y tabanera,
5684,2020-02-14,1963-01-17,,universidad tecnológica nacional,contador público ,courtney scott,sara19@gmail.com,f,colonia campo piaggio,
5685,2020-05-06,1958-06-04,,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,brian ho,davischristopher@hotmail.com,m,alto del salvador,
5686,2020-04-04,1944-09-21,,universidad nacional de jujuy,licenciatura en ciencia política ,mrs. sandra patel,krobinson@gmail.com,f,colonia japonesa,
5687,2020-03-22,2017-03-08,,universidad tecnológica nacional,bioquímica,cindy fox,anthony26@hotmail.com,f,gerli,
5688,2020-01-17,1970-08-03,,universidad nacional de jujuy,técnico para bioterios ,gregory mcdonald,qstephenson@gmail.com,m,campo la lima,
5689,2020-05-10,1923-09-06,,universidad tecnológica nacional,agronomía,adam rivas,staceyallison@gmail.com,m,cortaderas,
5690,2020-03-13,1909-03-01,,universidad tecnológica nacional,licenciatura en ciencias antropológicas,megan robinson,mariolowe@yahoo.com,f,cabred,
5691,2019-11-20,1961-04-13,,universidad tecnológica nacional,arquitectura,michael sanders,huntmaria@gmail.com,m,la chilca,
5692,2020-04-01,1928-06-01,,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,justin macias,jasminegarrison@hotmail.com,m,arteaga,
5693,2019-11-04,1969-11-14,,universidad nacional de jujuy,bioquímica,lawrence klein,pcarey@hotmail.com,m,arbol solo,
5694,2020-03-04,2010-05-05,,universidad nacional de jujuy,ciencias veterinarias,matthew clark,john09@gmail.com,m,aguara,
5695,2020-07-15,1953-02-03,,universidad tecnológica nacional,licenciatura en administración ,jeanette curry,kevinsilva@hotmail.com,f,aneque grande,
5696,2020-06-14,1990-08-16,,universidad tecnológica nacional,ciencias veterinarias,laura blevins,padams@hotmail.com,f,comandante nicanor otamendi,
5697,2019-12-28,1953-12-23,,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,dawn moore,zsimpson@yahoo.com,f,ciudad madero,
5698,2019-10-15,1963-03-24,,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,desiree le,ariel03@yahoo.com,f,erezcano,
5699,2019-10-20,1942-09-21,,universidad nacional de jujuy,licenciatura en ciencias ambientales,richard shaw,allenandrew@yahoo.com,m,chimpay,
5700,2019-12-20,1938-03-02,,universidad nacional de jujuy,contador público ,rachel morales,amber88@hotmail.com,f,22 de diciembre,
5701,2019-10-05,1913-03-23,,universidad tecnológica nacional,medicina,anthony powers,wstanley@gmail.com,m,bolivar,
